ID,Timestamp,PGN (Hex),PGN Definition,SPN Definitions,SPN Values
"416","2023-03-08 16:35:46.395590","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"418","2023-03-08 16:35:46.439590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"419","2023-03-08 16:35:46.439590","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"420","2023-03-08 16:35:46.461590","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"421","2023-03-08 16:35:46.461590","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"422","2023-03-08 16:35:46.483590","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"423","2023-03-08 16:35:46.483590","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"425","2023-03-08 16:35:46.483590","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"430","2023-03-08 16:35:46.505589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"432","2023-03-08 16:35:46.527589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"433","2023-03-08 16:35:46.549589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"434","2023-03-08 16:35:46.571589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"435","2023-03-08 16:35:46.571589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"436","2023-03-08 16:35:46.571589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"437","2023-03-08 16:35:46.593589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"438","2023-03-08 16:35:46.593589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"440","2023-03-08 16:35:46.593589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"442","2023-03-08 16:35:46.637589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"443","2023-03-08 16:35:46.637589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"444","2023-03-08 16:35:46.659589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"446","2023-03-08 16:35:46.681589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"447","2023-03-08 16:35:46.681589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"448","2023-03-08 16:35:46.681589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"449","2023-03-08 16:35:46.681589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"451","2023-03-08 16:35:46.703589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"453","2023-03-08 16:35:46.747589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"454","2023-03-08 16:35:46.747589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"456","2023-03-08 16:35:46.769589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"457","2023-03-08 16:35:46.769589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"458","2023-03-08 16:35:46.791589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"459","2023-03-08 16:35:46.791589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"460","2023-03-08 16:35:46.791589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"462","2023-03-08 16:35:46.813589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"465","2023-03-08 16:35:46.835589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"466","2023-03-08 16:35:46.835589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"467","2023-03-08 16:35:46.857589","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"468","2023-03-08 16:35:46.857589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"469","2023-03-08 16:35:46.879589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"470","2023-03-08 16:35:46.879589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"471","2023-03-08 16:35:46.879589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"472","2023-03-08 16:35:46.901589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"474","2023-03-08 16:35:46.901589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"476","2023-03-08 16:35:46.945589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"477","2023-03-08 16:35:46.945589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"478","2023-03-08 16:35:46.967589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"479","2023-03-08 16:35:46.967589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"480","2023-03-08 16:35:46.989589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"481","2023-03-08 16:35:46.989589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"482","2023-03-08 16:35:46.989589","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"485","2023-03-08 16:35:46.989589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"490","2023-03-08 16:35:47.011589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"493","2023-03-08 16:35:47.033589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"494","2023-03-08 16:35:47.033589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"495","2023-03-08 16:35:47.055589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"496","2023-03-08 16:35:47.077589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"497","2023-03-08 16:35:47.077589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"498","2023-03-08 16:35:47.077589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"499","2023-03-08 16:35:47.099589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"501","2023-03-08 16:35:47.099589","0xECFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"502","2023-03-08 16:35:47.099589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"504","2023-03-08 16:35:47.143589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"505","2023-03-08 16:35:47.143589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"506","2023-03-08 16:35:47.143589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"507","2023-03-08 16:35:47.165589","0xE8FF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"508","2023-03-08 16:35:47.165589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"509","2023-03-08 16:35:47.165589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"510","2023-03-08 16:35:47.187589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"511","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"512","2023-03-08 16:35:47.187589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"514","2023-03-08 16:35:47.209589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"515","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"517","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"518","2023-03-08 16:35:47.253589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"520","2023-03-08 16:35:47.253589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"521","2023-03-08 16:35:47.253589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"522","2023-03-08 16:35:47.275589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"523","2023-03-08 16:35:47.275589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"524","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"525","2023-03-08 16:35:47.297589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"527","2023-03-08 16:35:47.297589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"528","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"530","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"531","2023-03-08 16:35:47.341589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"532","2023-03-08 16:35:47.341589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"533","2023-03-08 16:35:47.363589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"534","2023-03-08 16:35:47.363589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"535","2023-03-08 16:35:47.385589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"536","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"537","2023-03-08 16:35:47.385589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"539","2023-03-08 16:35:47.407589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"540","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"542","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"543","2023-03-08 16:35:47.451589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"544","2023-03-08 16:35:47.473589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"545","2023-03-08 16:35:47.473589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"546","2023-03-08 16:35:47.473589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"547","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"549","2023-03-08 16:35:47.495589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"554","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"556","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"557","2023-03-08 16:35:47.539588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"558","2023-03-08 16:35:47.561588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"559","2023-03-08 16:35:47.583588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"560","2023-03-08 16:35:47.583588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"561","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"562","2023-03-08 16:35:47.583588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"564","2023-03-08 16:35:47.605588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"566","2023-03-08 16:35:47.627588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"567","2023-03-08 16:35:47.649588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"568","2023-03-08 16:35:47.671588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"570","2023-03-08 16:35:47.671588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"571","2023-03-08 16:35:47.693588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"572","2023-03-08 16:35:47.693588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"573","2023-03-08 16:35:47.693588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"575","2023-03-08 16:35:47.693588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"577","2023-03-08 16:35:47.737588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"578","2023-03-08 16:35:47.737588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"580","2023-03-08 16:35:47.759588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"581","2023-03-08 16:35:47.781588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"582","2023-03-08 16:35:47.781588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"583","2023-03-08 16:35:47.781588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"584","2023-03-08 16:35:47.803588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"586","2023-03-08 16:35:47.803588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"589","2023-03-08 16:35:47.847588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"590","2023-03-08 16:35:47.847588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"591","2023-03-08 16:35:47.847588","0xFF05","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"592","2023-03-08 16:35:47.869588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"593","2023-03-08 16:35:47.869588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"594","2023-03-08 16:35:47.891588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"595","2023-03-08 16:35:47.891588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"596","2023-03-08 16:35:47.891588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"598","2023-03-08 16:35:47.913588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"600","2023-03-08 16:35:47.935588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"601","2023-03-08 16:35:47.935588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"602","2023-03-08 16:35:47.957588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"603","2023-03-08 16:35:47.979588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"604","2023-03-08 16:35:47.979588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"605","2023-03-08 16:35:47.979588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"606","2023-03-08 16:35:47.979588","0xFECA","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"609","2023-03-08 16:35:48.001588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"613","2023-03-08 16:35:48.001588","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control, ASR Brake Control, Anti-Lock Braking (ABS), EBS Brake Switch, Brake Pedal Position, ABS Off-road Switch, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control, ASR Engine Control, ASR Brake Control, ASR Clutch Control","3.00, 3.00, 3.00, 3.00, 1.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00, 3.00"
"617","2023-03-08 16:35:48.045588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"618","2023-03-08 16:35:48.045588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"619","2023-03-08 16:35:48.067588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"620","2023-03-08 16:35:48.067588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"621","2023-03-08 16:35:48.089588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"622","2023-03-08 16:35:48.089588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode, Engine Starter Mode","3.00, 15.00"
"623","2023-03-08 16:35:48.089588","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
